id,gender,age,educstat,educstatgroup,birthreg,growup,birthpatreg,educstatpat,edustatpatgroup,educstatmat,educstatmatgroup,workstat,retireddummy,hhsize,hhsizegroup,lifestyle,voteintparty2,voteintparty,turnout,voteintakp,voteintchp,voteintmhp,voteintbdp,voteintRL,voteint4major,voteint4major2,affiliat,affliatngo,affiliatparty,affiliatchamb,minrights,warenem,usearm,politban,instbest,tradlifeforce,freedomseparat,patrcitizen,lifestylecompare,interethmarriage,minschool,turkeyleader,badhabits,privresp,alcoholsalat,obstructtransport,leaderjeernew,leaderjeer,preg,intermarry,polapol,libcons,leftright,authanti,secularanti,outin,pacmil,egalelit,nationalist,globloc,europas,headcover,ethnicity,ethnicdummy,religion,religdummy,religiosity,hhincome,loghhincome,region,resarea,resarearural,incomebrac,gini2011pers,gini2012pers,gini2013pers,gini2014pers,gini2011hh,gini2012hh,gini2013hh,gini2014hh,sedi,factor1,factor2,factor3,factor4,socialorder,useofforce,p1,p2,p3,p4,p5
302,Female,40,High school graduate,High school,Eastern Marmara,Rural,Eastern Marmara,Illiterate,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Right,Wrong,Right,Neither Right Nor Wrong,Neither right nor wrong,Wrong,Right,No opinion,No opinion,No opinion,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me very well,Nationalist - Describes me well,No opinion,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,840,6.7334018,Eastern Marmara,Urban,Others,Lower class,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.55081207,-.28616551,-.047777444,.4546214,49.517223,62.885616,.41562894,.26929015,.12370062,.0084694559,.18291084
303,Male,45,,,Southeastern Anatolia,Rural,Southeastern Anatolia,Literate w/out degree,Under high school,Illiterate,Under high school,Small retailer,Working,6,6-8 persons,Religious conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Absolutely right,Wrong,Wrong,Absolutely right,Wrong,Absolutely right,Absolutely Wrong,Wrong,Wrong,Wrong,Absolutely right,Right,No opinion,Conservative - Describes me very well,Right-winger - Describes me very well,No opinion,Anti-secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Southeastern Anatolia,Urban,Others,New middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-.4758971,-1.0446613,.29787579,-.78061205,55.890938,42.844334,,,,,
304,Male,42,,,Southeastern Anatolia,Rural,Southeastern Anatolia,High school graduate,High school,Primary school graduate,Under high school,Private sector,Working,5,3-5 persons,Modern,MHP,MHP,Voter,No,No,Yes,No,Center-Right,MHP,MHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Right,Absolutely Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,No opinion,No opinion,Left-winger - Describes me very well,Authoritarian - Describes me very well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,No opinion,Nationalist - Describes me very well,No opinion,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1200,7.0900769,Southeastern Anatolia,Urban,Others,New middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,1.2370383,-.79541063,.11769285,1.0069308,52.568436,71.846672,,,,,
305,Female,54,Primary school graduate,Under high school,Eastern Marmara,Others,Istanbul,Primary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,2,1-2 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Absolutely Wrong,Neither right nor wrong,Right,Wrong,Wrong,Wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Right,Right,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me well,No opinion,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me very well,Universal - Describes me well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,4000,8.2940493,Eastern Marmara,Urban,Others,Upper class,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.82903647,-.58006489,-.05611695,.71605098,49.363449,67.127235,.5315221,.19073354,.10200311,.0018510914,.17389014
306,Male,38,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Primary school graduate,Under high school,Illiterate,Under high school,Worker,Working,3,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Right,Right,Wrong,Right,Wrong,Right,Wrong,Wrong,Right,Right,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me very well,No opinion,No opinion,Pacifist - Describes me very well,No opinion,No opinion,No opinion,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,,,Southeastern Anatolia,Urban,Others,,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,1.110884,-.36475086,.39917338,.91574609,57.758827,70.367226,,,,,
307,Male,21,,,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,"Unemployed, seeking job",Working,6,6-8 persons,Religious conservative,HDP,BDP,Voter,No,No,No,Yes,Center-Left,BDP,BDP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Absolutely right,Absolutely right,Absolutely Wrong,Wrong,Wrong,Absolutely right,Absolutely right,Neither right nor wrong,Absolutely Wrong,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely right,Absolutely Wrong,Absolutely right,Absolutely Right,Absolutely right,Neither right nor wrong,Absolutely right,Political - Describes me very well,Conservative - Describes me very well,Left-winger - Describes me very well,No opinion,Secular - Describes me well,Self-enclosed - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,No opinion,Local - Describes me well,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,850,6.7452364,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,.30021524,-.93640262,-.76901597,.26222214,36.217861,59.763996,,,,,
308,Female,27,Primary school graduate,Under high school,Western Black Sea,Rural,Western Black Sea,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Religious conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Right,Right,Wrong,Neither right nor wrong,Right,Right,Right,Right,Wrong,Neither right nor wrong,Right,Wrong,Right,Wrong,Right,Neither Right Nor Wrong,Neither right nor wrong,Right,Wrong,No opinion,No opinion,Right-winger - Describes me very well,Authoritarian - Describes me well,Anti-secular - Describes me very well,No opinion,Pacifist - Describes me well,Egalitarian - Describes me very well,Nationalist - Describes me very well,No opinion,Asian - Describes me well,Hijab,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Eastern Marmara,Urban,Others,Lower middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.27350652,-.11373239,.33751276,.14801796,56.62183,57.911072,.68609458,.06739264,.090964764,.0059353691,.14961262
309,Female,42,,,Aegean,Rural,Aegean,Secondary school graduate,Under high school,Primary school graduate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Right,Right,Right,Right,Right,Right,Wrong,Wrong,Right,Right,Political - Describes me well,Conservative - Describes me well,No opinion,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,No opinion,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1500,7.3132205,Aegean,Urban,Others,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.62524819,1.3479894,1.2942146,.60451025,74.263054,65.31752,,,,,
310,Male,34,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Illiterate,Under high school,Illiterate,Under high school,Small retailer,Working,6,6-8 persons,Traditional conservative,,Non-voter,Non-voter,No,No,No,No,Non-voter,Non-voter,,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Wrong,Wrong,Right,Wrong,Wrong,Right,Right,Absolutely Wrong,Wrong,Right,Wrong,Right,Wrong,Absolutely Wrong,Wrong,Wrong,Right,Right,Political - Describes me very well,Conservative - Describes me well,Right-winger - Describes me very well,No opinion,Anti-secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me very well,Egalitarian - Describes me very well,Anti-nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me well,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Religious,1000,6.9077554,Southeastern Anatolia,Urban,Others,Lower class,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-.66012514,-.83975923,.16279471,-.87196565,53.400093,41.362152,.34831667,.010713485,.0015402661,.58933431,.050095234
311,Female,37,High school graduate,High school,Eastern Marmara,Others,Eastern Marmara,Primary school graduate,Under high school,Illiterate,Under high school,Housewife,Working,4,3-5 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Right,Right,Right,Right,Neither right nor wrong,Wrong,Wrong,Right,Wrong,Right,Wrong,Right,Neither Right Nor Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,No opinion,No opinion,Left-winger - Describes me well,Authoritarian - Describes me well,No opinion,Self-enclosed - Describes me well,Militarist - Describes me well,Elitist - Describes me well,Nationalist - Describes me well,No opinion,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,840,6.7334018,Eastern Marmara,Urban,Others,Lower class,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.68231773,-.35376218,.17004444,.55299503,53.533775,64.481697,.57327312,.15143642,.1155187,.0049491879,.1548226
312,Female,45,Primary school graduate,Under high school,Southeastern Anatolia,Others,Western Anatolia,High school graduate,High school,Primary school graduate,Under high school,Housewife,Working,3,3-5 persons,Modern,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Absolutely right,Right,Wrong,Absolutely Wrong,Neither right nor wrong,Right,Absolutely right,Right,Absolutely Wrong,Neither right nor wrong,Absolutely right,Right,Absolutely right,Absolutely Wrong,Wrong,Wrong,Wrong,Right,Right,No opinion,Conservative - Describes me well,No opinion,No opinion,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me very well,Universal - Describes me very well,Asian - Describes me very well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,,,Eastern Marmara,Metropolitan,Others,,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.37171164,-.33296001,-.51176053,.4564206,40.961555,62.914806,,,,,
313,Male,67,High school graduate,High school,Aegean,Rural,Aegean,Primary school graduate,Under high school,Literate w/out degree,Under high school,Retired,Retired,2,1-2 persons,Traditional conservative,Undecided,Undecided,Voter,No,No,No,No,Undecided,,Undecided,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Neither right nor wrong,Neither right nor wrong,Right,Neither right nor wrong,Right,Neither right nor wrong,Neither right nor wrong,Wrong,Neither right nor wrong,Neither right nor wrong,Neither right nor wrong,Right,Wrong,Neither right nor wrong,Wrong,Neither right nor wrong,Neither Right Nor Wrong,Neither right nor wrong,Right,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,No opinion,Secular - Describes me well,Outward looking - Describes me very well,Pacifist - Describes me well,Egalitarian - Describes me very well,Nationalist - Describes me very well,Universal - Describes me well,No opinion,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,1000,6.9077554,Aegean,Urban,Others,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,-.022356028,-.3862699,.18654382,-.1550152,53.838017,52.99445,.43381739,.3113254,.084896244,.013327866,.15663311
314,Male,48,University graduate,University,Aegean,Rural,Aegean,Primary school graduate,Under high school,Primary school graduate,Under high school,Civil servant,Working,5,3-5 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Right,Neither right nor wrong,Right,Neither right nor wrong,Right,Right,Neither right nor wrong,Right,Right,Right,Neither right nor wrong,Neither right nor wrong,Right,Neither right nor wrong,Wrong,Right,Right,Right,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me very well,Outward looking - Describes me very well,Pacifist - Describes me very well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,Asian - Describes me well,Head scarf,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,2500,7.8240461,Aegean,Urban,Others,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,.45290133,.089295253,.40307793,.38434643,57.830826,61.745426,.46949992,.19457832,.19172172,.0024285936,.14177145
315,Male,30,Primary school graduate,Under high school,Southeastern Anatolia,Rural,Southeastern Anatolia,Literate w/out degree,Under high school,Illiterate,Under high school,Small retailer,Working,6,6-8 persons,Traditional conservative,AKP,AKP,Voter,Yes,No,No,No,Center-Right,AKP,AKP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Neither right nor wrong,Right,Right,Right,Neither right nor wrong,Right,Right,Right,Neither right nor wrong,Absolutely Wrong,Absolutely Right,Absolutely right,Absolutely right,Absolutely right,Political - Describes me very well,Conservative - Describes me well,Right-winger - Describes me well,Anti-authoritarian - Describes me well,Anti-secular - Describes me well,Self-enclosed - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Local - Describes me well,No opinion,Head scarf,Kurdish,Kurdish,Sunni Muslim,Others,Believer,1500,7.3132205,Southeastern Anatolia,Urban,Others,Lower middle,.396,.375,.38,.37900001,.37799999,.34799999,.36199999,.361,.1532,-1.7236382,.72602934,.69344121,-1.7197113,63.185013,27.607742,.21270598,.012278005,.00071491662,.73168868,.042612415
316,Female,26,High school graduate,High school,Aegean,Others,Aegean,High school graduate,High school,Secondary school graduate,Under high school,Worker,Working,3,3-5 persons,Traditional conservative,CHP,CHP,Voter,No,Yes,No,No,Center-Left,CHP,CHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Right,Wrong,Wrong,Wrong,Wrong,Right,Right,Right,Right,Political - Describes me well,Conservative - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Pacifist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,No opinion,No head cover,Turkish,Non-Kurdish,Sunni Muslim,Others,Believer,2000,7.6009026,Aegean,Urban,Others,New middle,.39700001,.382,.37,.35800001,.40000001,.391,.382,.373,3.7437999,-1.021127,-.60796219,-.73599297,-.97737795,36.826794,39.651867,.15490286,.52080882,.069515049,.012623879,.24214938
317,Male,20,High school graduate,High school,Eastern Marmara,Others,Eastern Marmara,Primary school graduate,Under high school,Primary school graduate,Under high school,Student,Working,3,3-5 persons,Modern,MHP,MHP,Voter,No,No,Yes,No,Center-Right,MHP,MHP,Not Affiliated,Not Affiliated,Not Affiliated,Not Affiliated,Wrong,Right,Right,Right,Wrong,Right,Right,Right,Right,Wrong,Right,Right,Wrong,Wrong,Wrong,Absolutely Wrong,Right,Right,Wrong,Right,Political - Describes me well,Liberal - Describes me well,Right-winger - Describes me well,Authoritarian - Describes me well,Secular - Describes me well,Outward looking - Describes me well,Militarist - Describes me well,Egalitarian - Describes me well,Nationalist - Describes me well,Universal - Describes me well,Asian - Describes me well,Bachelor man,Turkish,Non-Kurdish,Sunni Muslim,Others,Religious,1200,7.0900769,Eastern Marmara,Urban,Others,New middle,.32600001,.34400001,.322,.336,.32300001,.34200001,.329,.35100001,3.8292,.47962457,-1.0161873,-.68516123,.458976,37.764111,62.956268,.37264505,.16247988,.32996851,.0060481289,.12885842
